gene	tss	aaa	length
Casp12	5345430	5373032	27602
Casp14	78547825	78554128	6303
Casp16	23769939	23774678	4739
Casp2	42241919	42259442	17523
Casp3	47070326	47092724	22398
Casp4	5308828	5336783	27955
Casp6	129695074	129707752	12678
Casp7	56385561	56430776	45215
Casp8	58834533	58886662	52129
Casp8ap2	32615451	32653265	37814
Casp9	141520923	141543287	22364
Casq1	172037461	172047435	9974
Casq2	101993731	102053830	60099
Casr	36314058	36382503	68445
Cass4	172235714	172275677	39963
Cast	74840487	74956929	116442
Castor1	4168225	4172409	4184
Castor2	134128550	134173182	44632
Casz1	148888886	149039346	150460
Cat	103284194	103315505	31311
Catip	74401267	74408480	7213
Catsper1	5385769	5394308	8539
Catsper2	121223112	121244273	21161
Catsper3	55932381	55956811	24430
Catsper4	133939281	133954694	15413
Catsperb	101370912	101592268	221356
Catsperd	56935143	56971456	36313
Catspere1	177635997	177790244	154247
Catspere2	177810989	178000271	189282
Catsperg1	28880746	28913460	32714
Catsperg2	29396644	29426457	29813
Catsperz	6899739	6902748	3009
Cav1	17306334	17341451	35117
Cav2	17281184	17289114	7930
Cav3	112436466	112449833	13367
Cavin1	100847559	100861713	14154
Cavin2	51328285	51342119	13834
Cavin3	105129290	105131507	2217
Cavin4	48663514	48673502	9988
Cbarp	79966285	79976669	10384
Cbfa2t2	154278401	154381276	102875
Cbfa2t2-ps1	60388826	60389555	729
Cbfa2t3	123351880	123425848	73968
Cbfb	105897306	105944621	47315
Cbl	44054273	44145346	91073
Cblb	51851588	52028411	176823
Cblc	19512806	19530734	17928
Cblif	11724918	11740811	15893
Cbll1	31534828	31549615	14787
Cbln1	88195033	88199237	4204
Cbln2	86729235	86736408	7173
Cbln3	56116370	56121849	5479
Cbln4	171878153	171885386	7233
Cbr1	93402741	93407393	4652
Cbr2	120620315	120622940	2625
Cbr3	93480103	93487878	7775
Cbr4	61940768	61959728	18960
Cbs	31827868	31856212	28344
Cbwd1	24897280	24938974	41694
Cbx1	96679953	96699466	19513
Cbx2	118913788	118922096	8308
Cbx3	51447340	51460684	13344
Cbx3-ps1	66042029	66042573	544
Cbx3-ps2	65706982	65707525	543
Cbx3-ps3	83619321	83620273	952
Cbx3-ps4	67012588	67013136	548
Cbx3-ps5	65564415	65564958	543
Cbx3-ps6	74192440	74192991	551
Cbx3-ps7	58685847	58686398	551
Cbx3-ps8	7723148	7723695	547
Cbx4	118968399	118977047	8648
Cbx5	103099971	103148243	48272
Cbx6	79708097	79718889	10792
Cbx7	79800008	79855320	55312
Cbx8	118927131	118931795	4664
Cby1	79543400	79551861	8461
Cby2	75820317	75830556	10239
Cby3	50245289	50250526	5237
Cc2d1a	84859457	84874565	15108
Cc2d1b	108477137	108491320	14183
Cc2d2a	43819688	43898314	78626
Cc2d2b	40737197	40816187	78990
Ccar1	62579707	62628065	48358
Ccar2	70375613	70391260	15647
Ccbe1	66178373	66435812	257439
Ccdc102a	95629497	95644726	15229
Ccdc103	102772030	102776042	4012
Ccdc105	78582760	78588899	6139
Ccdc106	5023552	5063784	40232
Ccdc107	43492900	43495921	3021
Ccdc110	46387656	46397182	9526
Ccdc112	46415218	46444995	29777
Ccdc113	96260713	96285518	24805
Ccdc115	34475751	34478753	3002
Ccdc116	16956928	16965093	8165
Ccdc117	5478887	5492187	13300
Ccdc12	110485571	110540674	55103
Ccdc120	7597953	7617144	19191
Ccdc121	181337198	181339016	1818
Ccdc122	77274212	77349697	75485
Ccdc124	71320871	71326579	5708
Ccdc125	100806225	100833748	27523
Ccdc126	49296208	49318516	22308
Ccdc127	74498428	74513902	15474
Ccdc13	121626693	121668527	41834
Ccdc130	84984424	84997009	12585
Ccdc134	82012123	82026404	14281
Ccdc136	29396308	29426987	30679
Ccdc137	120348941	120355184	6243
Ccdc138	58333770	58412066	78296
Ccdc14	34510986	34545572	34586
Ccdc141	76840246	77000980	160734
Ccdc142	83078582	83085375	6793
Ccdc142os	83083589	83086035	2446
Ccdc144b	36061393	36107696	46303
Ccdc146	21497959	21629675	131716
Ccdc148	58711082	58991027	279945
Ccdc149	52531993	52628863	96870
Ccdc15	37187131	37259728	72597
Ccdc150	54289842	54407886	118044
Ccdc152	3309552	3333008	23456
Ccdc153	44151973	44158603	6630
Ccdc154	25381435	25390887	9452
Ccdc157	4091123	4110293	19170
Ccdc158	92755813	92823130	67317
Ccdc159	21838767	21847168	8401
Ccdc160	51880077	51888345	8268
Ccdc162	41414842	41592630	177788
Ccdc163	116565706	116608403	42697
Ccdc166	75851721	75854304	2583
Ccdc167	29906331	29936018	29687
Ccdc169	55044760	55080356	35596
Ccdc17	116453851	116457463	3612
Ccdc170	4432502	4512231	79729
Ccdc171	83443782	83782907	339125
Ccdc172	58500424	58541517	41093
Ccdc173	69588377	69619919	31542
Ccdc174	91855034	91876824	21790
Ccdc175	72148074	72231803	83729
Ccdc177	80800817	80807461	6644
Ccdc178	21943950	22304499	360549
Ccdc18	108280741	108381494	100753
Ccdc180	45890303	45950774	60471
Ccdc181	164103154	164115416	12262
Ccdc182	88184884	88186087	1203
Ccdc183	25498647	25507690	9043
Ccdc184	98065039	98068015	2976
Ccdc185	182574691	182576745	2054
Ccdc186	56775913	56810622	34709
Ccdc187	26133481	26184569	51088
Ccdc188	18035743	18038212	2469
Ccdc189	127181555	127187767	6212
Ccdc190	169756217	169762222	6005
Ccdc191	43710163	43784677	74514
Ccdc192	57666852	57864137	197285
Ccdc194	71972764	71978355	5591
ccdc198	49457045	49482931	25886
Ccdc201	7133153	7138569	5416
Ccdc22	7460048	7471756	11708
Ccdc24	117723721	117729754	6033
Ccdc25	66074751	66104056	29305
Ccdc27	154111096	154127134	16038
Ccdc28a	18089424	18110746	21322
Ccdc28b	129513067	129517740	4673
Ccdc3	5142587	5235689	93102
Ccdc30	119179663	119272718	93055
Ccdc32	118848260	118859874	11614
Ccdc33	57935960	58026106	90146
Ccdc34	109848162	110003705	155543
Ccdc34os	109861595	109880824	19229
Ccdc38	93376494	93420189	43695
Ccdc39	33866511	33898459	31948
Ccdc40	119119398	119156064	36666
Ccdc42	68477847	68488792	10945
Ccdc42os	68474090	68477783	3693
Ccdc43	102575512	102588608	13096
Ccdc47	106088234	106107170	18936
Ccdc50	27207619	27270968	63349
Ccdc50-ps	100424305	100425245	940
Ccdc51	108911561	108921557	9996
Ccdc54	50410220	50411517	1297
Ccdc57	120717355	120823698	106343
Ccdc58	35892055	35912490	20435
Ccdc59	105676928	105683694	6766
Ccdc6	69932951	70029030	96079
Ccdc60	116262700	116427044	164344
Ccdc61	18624808	18644340	19532
Ccdc62	124068742	124107958	39216
Ccdc63	122246103	122278886	32783
Ccdc65	98606088	98621217	15129
Ccdc66	27203047	27230417	27370
Ccdc68	70058497	70102555	44058
Ccdc69	54940557	54968957	28400
Ccdc70	22459791	22464057	4266
Ccdc71	108337726	108343137	5411
Ccdc71l	32428703	32432942	4239
Ccdc73	104698150	104848249	150099
Ccdc74a	17464334	17468602	4268
Ccdc77	120301284	120341335	40051
Ccdc78	26005554	26009487	3933
Ccdc7a	129460716	129791998	331282
Ccdc7b	129793615	129910213	116598
Ccdc8	16726633	16731441	4808
Ccdc80	44913765	44948440	34675
Ccdc81	89515356	89552837	37481
Ccdc82	13246536	13292867	46331
Ccdc83	89873081	89914985	41904
Ccdc84	44321456	44329866	8410
Ccdc85a	28335685	28534324	198639
Ccdc85b	5503208	5507922	4714
Ccdc85c	108169861	108241684	71823
Ccdc86	10918845	10926630	7785
Ccdc87	4889394	4892556	3162
Ccdc88a	29323658	29460808	137150
Ccdc88b	6821991	6835579	13588
Ccdc88c	100877782	100995315	117533
Ccdc89	90075785	90077877	2092
Ccdc9	16007967	16020720	12753
Ccdc90b	92210357	92231502	21145
Ccdc91	147377326	147534110	156784
Ccdc92	124911482	124939488	28006
Ccdc92b	74510431	74532342	21911
Ccdc93	121358778	121434189	75411
Ccdc96	36641932	36645516	3584
Ccdc97	25410531	25418513	7982
Ccdc9b	118584639	118593142	8503
Ccer1	97528921	97530785	1864
Ccer2	28455599	28458393	2794
Cchcr1	35827997	35841912	13915
Ccin	43983483	43985423	1940
Cck	121318890	121324760	5870
Cckar	53855118	53865047	9929
Cckbr	105074938	105120105	45167
Ccl1	82067483	82196516	129033
Ccl11	81948649	81953781	5132
Ccl12	81992671	81994226	1555
Ccl17	95537081	95538664	1583
Ccl19	42754525	42756577	2052
Ccl19-ps1	41921405	41923020	1615
Ccl19-ps3	42132559	42134171	1612
Ccl2	81926397	81928279	1882
Ccl20	83094487	83096888	2401
Ccl21a	42772860	42773993	1133
Ccl21b	42255693	42256825	1132
Ccl21d	41903610	41904743	1133
Ccl22	95472218	95478327	6109
Ccl24	135598791	135601903	3112
Ccl25	4375210	4410020	34810
Ccl26	135589302	135592423	3121
Ccl27a	41769467	41774247	4780
Ccl27b	42655251	42655998	747
Ccl28	120085355	120115895	30540
Ccl3	83538670	83540181	1511
Ccl4	83553410	83555509	2099
Ccl5	83416604	83421344	4740
Ccl6	83478708	83483913	5205
Ccl7	81936538	81938351	1813
Ccl8	82006011	82007625	1614
Ccl9	83463745	83469462	5717
Ccm2	6496887	6546744	49857
Ccm2l	152907875	152923655	15780
Ccn1	145352731	145355736	3005
Ccn2	24471340	24474581	3241
Ccn3	54609098	54617435	8337
Ccn4	66763169	66795050	31881
Ccn5	163662781	163675066	12285
Ccn6	39026966	39039790	12824
Ccna1	54952890	54962922	10032
Ccna2	36619014	36626299	7285
Ccnb1	100915158	100923078	7920
Ccnb1-ps	41755323	41756609	1286
Ccnb1ip1	51026705	51045189	18484
Ccnb2	70314974	70328829	13855
Ccnb2-ps	72670400	72672695	2295
Ccnb3	6845891	6907858	61967
Ccnc	21727701	21759922	32221
Ccnd1	144483668	144493662	9994
Ccnd2	127102125	127129156	27031
Ccnd3	47815976	47910616	94640
Ccnd3-ps	139072611	139073491	880
Ccndbp1	120838884	120847385	8501
Ccne1	37797409	37806959	9550
Ccne2	11191351	11204779	13428
Ccnf	24441172	24470458	29286
Ccng1	40639379	40646138	6759
Ccng2	93415116	93424090	8974
Ccnh	85337527	85371588	34061
Ccni	93329792	93354354	24562
Ccnj	40819723	40837016	17293
Ccnjl	43419611	43477824	58213
Ccnk	108145838	108169618	23780
Ccnl1	65853572	65865670	12098
Ccnl2	155896946	155909000	12054
Ccno	113124336	113127311	2975
Ccnq	78641332	78642555	1223
Ccnt1	98436570	98468804	32234
Ccnt2	127701901	127735798	33897
Ccny	9312304	9450154	137850
Ccnyl1	64729614	64764803	35189
Ccp110	118311775	118336247	24472
Ccpg1	72892711	72923622	30911
Ccpg1os	72887004	72892664	5660
Ccr1	123762161	123768729	6568
Ccr10	101063823	101066269	2446
Ccr1l1	123777280	123778445	1165
Ccr2	123901987	123913594	11607
Ccr3	123822009	123831726	9717
Ccr4	114319384	114333984	14600
Ccr5	123921580	123947736	26156
Ccr6	8454875	8475973	21098
Ccr7	99035022	99045903	10881
Ccr8	119921180	119923972	2792
Ccr9	123507504	123613395	105891
Ccrl2	110883554	110886587	3033
Ccs	4875394	4889360	13966
Ccsap	124567570	124586948	19378
Ccser1	61157308	62359849	1202541
Ccser2	36596893	36690734	93841
Cct2	116886906	116899719	12813
Cct3	88204423	88229074	24651
Cct3-ps1	52900599	52902683	2084
Cct4	22940519	22953780	13261
Cct5	31590946	31601950	11004
Cct6a	129864062	129875212	11150
Cct6b	82610076	82655147	45071
Cct7	85428496	85445457	16961
Cct8	87280214	87292761	12547
Cct8l1	25721065	25723025	1960
Ccz1	143924727	143951695	26968
Cd101	100900845	100936872	36027
Cd109	78522828	78623535	100707
Cd14	36858120	36859851	1731
Cd151	141047305	141051386	4081
Cd160	96706079	96736667	30588
Cd163	124281615	124307486	25871
Cd164	41395410	41407044	11634
Cd164l2	132939442	132951866	12424
Cd177	24443408	24459736	16328
Cd180	102830066	102876137	46071
Cd19	126007622	126014061	6439
Cd1d1	86903141	86906748	3607
Cd1d2	86893858	86897087	3229
Cd2	101183215	101195255	12040
Cd200	45202498	45229416	26918
Cd200r1	44586099	44615341	29242
Cd200r2	44687460	44736203	48743
Cd200r3	44764041	44801743	37702
Cd200r4	44632096	44659513	27417
Cd207	83648197	83654839	6642
Cd209a	3793397	3798984	5587
Cd209b	3967655	3976844	9189
Cd209c	3990222	4004746	14524
Cd209d	3921824	3928555	6731
Cd209e	3897965	3904309	6344
Cd209f	4152787	4155835	3048
Cd209g	4184098	4187707	3609
Cd22	30564827	30579767	14940
Cd226	89195091	89290353	95262
Cd244a	171386761	171437314	50553
Cd247	165616250	165704846	88596
Cd248	5118106	5120710	2604
Cd24a	43454280	43460261	5981
Cd27	125209585	125213973	4388
Cd274	29344855	29365495	20640
Cd276	58431581	58462720	31139
Cd28	60755959	60812518	56559
Cd2ap	43103842	43187556	83714
Cd2bp2	126790832	126795222	4390
Cd300a	114780867	114795480	14613
Cd300c	114846942	114859983	13041
Cd300c2	114887547	114892706	5159
Cd300e	114942743	114953003	10260
Cd300lb	114813607	114825212	11605
Cd300ld	114873100	114880748	7648
Cd300ld2	114901161	114907019	5858
Cd300ld3	114932957	114939235	6278
Cd300ld4	114911554	114917838	6284
Cd300ld5	114922312	114928595	6283
Cd300lf	115007040	115024818	17778
Cd300lg	101932335	101946446	14111
Cd302	60082337	60114832	32495
Cd320	34062065	34068748	6683
Cd33	43173640	43193852	20212
Cd34	194621127	194643587	22460
Cd36	17986688	18093799	107111
Cd37	44883056	44888539	5483
Cd38	44025895	44069717	43822
Cd3d	44893084	44898637	5553
Cd3e	44910038	44920925	10887
Cd3eap	19089939	19093408	3469
Cd3g	44880870	44891729	10859
Cd4	124841655	124865184	23529
Cd40	164897547	164914868	17321
Cd40lg	56257503	56269402	11899
Cd44	102641486	102732010	90524
Cd46	194719134	194774557	55423
Cd47	49620896	49735373	114477
Cd48	171509577	171532826	23249
Cd5	10694480	10716366	21886
Cd52	133809759	133822393	12634
Cd53	106667237	106697465	30228
Cd55	130366764	130390481	23717
Cd55b	130316274	130350746	34472
Cd55os	130350561	130365651	15090
Cd59a	103926146	103945699	19553
Cd59b	103900194	103921532	21338
Cd5l	87265188	87278380	13192
Cd6	10766705	10807422	40717
Cd63	128736858	128748691	11833
Cd63-ps	50267793	50268667	874
Cd68	69555039	69556979	1940
Cd69	129244288	129252399	8111
Cd7	120927573	120930244	2671
Cd70	57452997	57456777	3780
Cd72	43446462	43454628	8166
Cd74	60936920	60945724	8804
Cd79a	24596806	24601622	4816
Cd79b	106202167	106205588	3421
Cd80	38275923	38316697	40774
Cd81	142606476	142621671	15195
Cd82	93249456	93293485	44029
Cd83	43938251	43956608	18357
Cd84	171667265	171718285	51020
Cd86	36424231	36486443	62212
Cd8a	71350411	71356157	5746
Cd8b1	71299772	71314478	14706
Cd9	125437229	125471754	34525
Cd9-ps	41332082	41332731	649
Cd93	148278560	148285483	6923
Cd96	45856020	45940614	84594
Cd99l2	70463666	70536455	72789
Cda	138065735	138095303	29568
Cdadc1	59796837	59835408	38571
Cdan1	120546635	120680609	133974
Cdc123	5799105	5849975	50870
Cdc14a	116066202	116222394	156192
Cdc14b	64337082	64423104	86022
Cdc16	13807676	13831938	24262
Cdc20	118290098	118294549	4451
Cdc20b	113171645	113227729	56084
Cdc23	34764004	34784788	20784
Cdc25a	109704647	109722963	18316
Cdc25b	131028869	131040417	11548
Cdc25c	34866046	34884586	18540
Cdc26	62301891	62326879	24988
Cdc27	104393571	104441446	47875
Cdc34	79518029	79524232	6203
Cdc34b	94632608	94633859	1251
Cdc37	21044518	21061278	16760
Cdc37l1	28967752	29004081	36329
Cdc40	40707617	40759307	51690
Cdc42	137047007	137085031	38024
Cdc42bpa	179788037	179993168	205131
Cdc42bpb	111259410	111344152	84742
Cdc42bpg	6356486	6375682	19196
Cdc42ep1	78726824	78735097	8273
Cdc42ep2	5965664	5974844	9180
Cdc42ep3	79641156	79662520	21364
Cdc42ep4	113617676	113642707	25031
Cdc42ep5	4154259	4167859	13600
Cdc42se1	95136043	95143720	7677
Cdc42se2	54608282	54678501	70219
Cdc45	18599197	18630737	31540
Cdc5l	45702810	45744663	41853
Cdc6	98798627	98814766	16139
Cdc7	107112188	107132298	20110
Cdc73	143474538	143578631	104093
Cdca2	67913780	67953290	39510
Cdca3	124806510	124810664	4154
Cdca4	112783849	112793043	9194
Cdca5	6135013	6141807	6794
Cdca7	72306503	72317237	10734
Cdca7l	117768024	117842441	74417
Cdca8	124812258	124833104	20846
Cdcp1	122999889	123045103	45214
Cdcp2	106954088	106970322	16234
Cdcp3	130776131	130908180	132049
Cdh1	107329983	107396878	66895
Cdh10	18819033	19014322	195289
Cdh11	103358727	103512274	153547
Cdh12	20449351	21589619	1140268
Cdh13	119010472	120051660	1041188
Cdh15	123574705	123594136	19431
Cdh16	105328543	105351028	22485
Cdh17	11758147	11817895	59748
Cdh18	22549108	23474504	925396
Cdh19	110816056	110905314	89258
Cdh2	16721934	16942303	220369
Cdh20	104696254	104923206	226952
Cdh22	164953427	165076773	123346
Cdh23	60138527	60532269	393742
Cdh24	54868688	54878821	10133
Cdh26	178072324	178129159	56835
Cdh3	107237523	107283929	46406
Cdh4	179084224	179541166	456942
Cdh5	104828257	104871143	42886
Cdh6	13028787	13173761	144974
Cdh7	109910161	110067887	157726
Cdh8	99751103	100143103	392000
Cdh9	16728842	16857180	128338
Cdhr1	36799814	36820304	20490
Cdhr2	54849274	54884475	35201
Cdhr3	33083795	33142874	59079
Cdhr4	107869696	107876883	7187
Cdhr5	140848996	140856699	7703
Cdin1	115412197	115609249	197052
Cdip1	4568212	4608156	39944
Cdipt	126575086	126579673	4587
Cdiptos	126570894	126575270	4376
Cdk1	69170976	69188768	17792
Cdk10	123951581	123958989	7408
Cdk11b	155709311	155734395	25084
Cdk12	98093885	98169330	75445
Cdk13	17884900	17979682	94782
Cdk14	4853391	5470312	616921
Cdk15	59296065	59392152	96087
Cdk16	20554193	20566119	11926
Cdk17	92996737	93102933	106196
Cdk18	132039975	132067422	27447
Cdk19	40215560	40359814	144254
Cdk19os	40224504	40226099	1595
Cdk2	128533808	128540900	7092
Cdk20	64580128	64589587	9459
Cdk2ap1	124483480	124501145	17665
Cdk2ap2	4147182	4149019	1837
Cdk3	116106829	116111113	4284
Cdk4	126899403	126903789	4386
Cdk5	24623239	24628528	5289
Cdk5r1	80367849	80372010	4161
Cdk5r2	74894093	74896891	2798
Cdk5rap1	154177300	154214930	37630
Cdk5rap2	70135093	70328680	193587
Cdk5rap3	96798252	96807322	9070
Cdk6	3391485	3581008	189523
Cdk7	100839139	100867447	28308
Cdk8	146168040	146239684	71644
Cdk9	32595796	32603088	7292
Cdkal1	29375729	30039657	663928
Cdkl1	69793622	69838041	44419
Cdkl2	92153933	92191742	37809
Cdkl3	51895048	51980611	85563
Cdkl4	80830979	80885242	54263
Cdkl5	159554919	159777700	222781
Cdkn1a	29309950	29319701	9751
Cdkn1b	134897364	134902476	5112
Cdkn1c	143012076	143014787	2711
Cdkn2a	89192708	89212890	20182
Cdkn2aip	48162379	48166967	4588
Cdkn2aipnl	51858488	51868161	9673
Cdkn2b	89224536	89229276	4740
Cdkn2c	109518073	109524386	6313
Cdkn2d	21199706	21202703	2997
Cdkn3	46997998	47009126	11128
Cdnf	3514067	3527413	13346
Cdo1	46846260	46861462	15202
Cdon	35332424	35418948	86524
Cdpf1	85691173	85695898	4725
Cdr1	60227611	60229164	1553
Cdr1os	60159984	60247391	87407
Cdr2	120556259	120581535	25276
Cdr2l	115272742	115286958	14216
Cdrt4	62842019	62883921	41902
Cdrt4os1	62881279	62894960	13681
Cdrt4os2	62841251	62841905	654
Cds1	101912996	101971724	58728
Cds2	132105068	132153970	48902
Cdsn	35863025	35868077	5052
Cdt1	123294754	123300293	5539
Cdv3	103230293	103243039	12746
Cdv3-ps	42978394	42979928	1534
Cdx1	61151934	61169271	17337
Cdx2	147237615	147244080	6465
Cdx4	102365004	102374198	9194
Cdyl	35843816	36058046	214230
Cdyl2	117301139	117459730	158591
Ceacam-ps1	16382874	16391401	8527
Ceacam1	25161132	25177028	15896
Ceacam10	24476631	24484082	7451
Ceacam11	17706049	17712481	6432
Ceacam12	17799854	17811911	12057
Ceacam13	17743814	17753146	9332
Ceacam14	17546558	17549588	3030
Ceacam15	16405256	16409630	4374
Ceacam16	19586022	19595224	9202
Ceacam18	43284131	43298719	14588
Ceacam19	19609667	19621890	12223
Ceacam2	25215467	25239282	23815
Ceacam20	19699337	19725029	25692
Ceacam3	16884207	16898178	13971
Ceacam5	17447163	17495057	47894
Ceacam9	16455854	16460057	4203
Cebpa	34818718	34821353	2635
Cebpb	167530835	167532338	1503
Cebpd	15705150	15708895	3745
Cebpe	54947817	54949631	1814
Cebpg	34745847	34755998	10151
Cebpz	79226435	79244495	18060
Cebpzos	79223929	79227735	3806
Cecr2	120643330	120748151	104821
Cel	28445807	28453415	7608
Cela1	100572302	100585802	13500
Cela2a	141542273	141553471	11198
Cela3a	137128865	137137102	8237
Cela3b	137148310	137157851	9541
Celf1	90770727	90849842	79115
Celf2	6544505	7514374	969869
Celf3	94385602	94399505	13903
Celf4	25610689	25887214	276525
Celf5	81295061	81318543	23482
Celf6	59485200	59514575	29375
Celrr	121015134	121106170	91036
Celsr1	85783130	85918404	135274
Celsr2	108298167	108323383	25216
Celsr3	108703519	108730168	26649
Cemip	83582065	83735710	153645
Cemip2	21755706	21835724	80018
Cend1	141006359	141009404	3045
Cenpa	30824121	30832174	8053
