DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
51305860	human	9606	RBFOX2	23543		HGNC:9906	OMIM:612149	Chr22 q12.3	Chr22:35738736-36028824(-)	NM_001082576,NM_014309,NM_001394115,NM_001394114,NM_001349989,NM_001349983,NM_001349982,NM_001082579,NM_001082578,NM_001082577,NM_001031695,NM_001394113,NM_001394112,NM_001394111,NM_001394110,NM_001394109,NM_001394108,NM_001349999,NM_001349998,NM_001349997,NM_001349996,NM_001349995,NM_001349994,NM_001349992,NM_001349991,NM_001349990	XP_016884182,XP_016884180,XP_016884179,XP_016884176,XP_016884175,XP_006724256,XP_006724255,XP_006724254,XP_006724252,XP_006724251,XP_006724250,XP_006724249,XP_006724248,XP_005261487,XP_005261486,XP_005261485,NP_055124,NP_001381044,NP_001381043,NP_001381042,NP_001381041,NP_001381040,NP_001381038,NP_001381037,NP_001336928,NP_001336927,NP_001336926,XP_054181371,XP_054181370,XP_054181369,XP_054181368,XP_054181367,XP_054181366,NP_001336925,NP_001336924,XP_054181355,NP_001336923,NP_001336921,NP_001336920,NP_001336919,NP_001336918,NP_001336912,NP_001336911,NP_001076048,NP_001076047,NP_001076046,NP_001076045,NP_001026865,XP_054181354,NP_001381039,XP_054181359,XP_054181360,XP_054181353,XP_054181352,XP_054181351,XP_054181350,XP_054181349,XP_054181348,XP_054181347,XP_054181346,XP_054181345,XP_054181344,XP_054181343,XP_054181342,XP_054181341,XP_047297216,XP_047297215,XP_047297214,XP_047297213,XP_047297212,XP_047297211,XP_047297210,XP_047297209,XP_047297208,XP_047297207,XP_047297206,XP_024307959,XP_024307956,XP_016884187,XP_016884185,XP_054181365,XP_054181364,XP_054181363,XP_054181362,XP_054181356,XP_054181357,XP_054181358,XP_054181361	O43251
51305861	mouse, laboratory	10090	Rbp1	19659	MGI:97876			Chr9 51.36 cM	Chr9:98305014-98328604(+)	NM_011254	NP_035384	Q00915
51305861	human	9606	RBP1	5947		HGNC:9919	OMIM:180260	Chr3 q23	Chr3:139517434-139539829(-)	NM_001365940,NM_001130993,NM_001130992,NM_002899	NP_002890,NP_001124464,NP_001352869,NP_001124465	P09455
51305862	mouse, laboratory	10090	Rbp7	63954	MGI:1890409			Chr4 79.4 cM	Chr4:149534144-149539435(-)	XM_006539087,NM_022020,XM_006539085	NP_071303,XP_006539148,XP_006539150	Q9EPC5
51305862	human	9606	RBP7	116362		HGNC:30316	OMIM:608604	Chr1 p36.22	Chr1:9997054-10016021(+)	NM_052960	NP_443192	Q96R05
51305863	mouse, laboratory	10090	Stra6l	74152	MGI:1921402			Chr4 24.39 cM	Chr4:45848664-45887008(+)	XM_283962,NM_001305421,XM_006538315,XM_006538314,XM_036164494,XM_006538313,XM_006538312,XM_006538311,XM_006538310,XM_006538317	XP_036020387,XP_006538378,XP_006538377,XP_006538375,XP_006538376,XP_006538373,XP_006538374,XP_006538380,NP_001292350,NP_083064	Q9DBN1
51305863	human	9606	STRA6LP	112272565		HGNC:53830		Chr9 q22.33	Chr9:97290853-97294111(+)			
51305864	mouse, laboratory	10090	Rbpjl	19668	MGI:1196616			Chr2 85.16 cM	Chr2:164245061-164257368(+)	NM_009036,XM_036159748,XM_030248825	XP_036015641,NP_033062,XP_030104685	O08674
51305864	human	9606	RBPJL	11317		HGNC:13761	OMIM:616104	Chr20 q13.12	Chr20:45306840-45317824(+)	NM_014276,NM_001281448,NM_001281449	NP_055091,NP_001268378,XP_011526824,XP_054178893,NP_001268377	Q9UBG7
51305865	mouse, laboratory	10090	Rc3h1	381305	MGI:2685397			Chr1 69.75 cM	Chr1:160733988-160802548(+)	XM_148981,NM_001024952	NP_001020123	Q4VGL6
51305865	human	9606	RC3H1	149041		HGNC:29434	OMIM:609424	Chr1 q25.1	Chr1:173931084-174022357(-)	NM_001300851,NM_172071,NM_001300850,NM_001300852	XP_047303057,XP_047303058,XP_047303059,XP_047303060,XP_047303061,XP_047303062,XP_054190589,XP_054190590,XP_054190591,XP_047303053,XP_054190593,XP_054190594,XP_054190595,XP_054190596,XP_054190597,XP_054190598,XP_054190599,XP_054190600,XP_054190601,XP_054190602,XP_054190603,XP_054190604,XP_054190592,NP_742068,XP_005244978,XP_047303045,XP_047303046,XP_047303047,XP_047303048,XP_047303049,XP_047303050,XP_047303051,XP_047303052,NP_001287779,NP_001287780,NP_001287781	Q5TC82
51305866	mouse, laboratory	10090	Cdh4	12561	MGI:99218			Chr2 101.86 cM	Chr2:179084228-179541166(+)	XM_036157900,NM_001416936,NM_009867,NM_001316723,XM_036157902,NM_001416935,NM_001416934,XM_011239921	NP_033997,NP_001303652,NP_001403865,NP_001403864,NP_001403863,XP_036013793,XP_036013795,XP_011238223	P39038
51305866	human	9606	CDH4	1002		HGNC:1763	OMIM:603006	Chr20 q13.33	Chr20:61252261-61940617(+)	NM_001794,NM_001252339,NM_001252338	XP_047295769,XP_054178787,XP_054178788,XP_047295768,NP_001785,NP_001239267,NP_001239268	P55283
51305867	mouse, laboratory	10090	Crcp	12909	MGI:1100818			Chr5 68.42 cM	Chr5:130058147-130089628(+)	NM_007761	NP_031787	O35427
51305867	human	9606	CRCP	27297		HGNC:17888	OMIM:606121	Chr7 q11.21	Chr7:66114604-66154568(+)	NM_001040647,NM_014478,NM_001040648,NM_001142414	NP_055293,NP_001035737,NP_001035738,NP_001135886	O75575
51305868	mouse, laboratory	10090	Nelfe	27632	MGI:102744			Chr17 18.4 cM	Chr17:35069367-35075348(+)	NM_001045864,NM_138580,NM_001045863	NP_613046,NP_001039329,NP_001039328	P19426
51305868	human	9606	NELFE	7936		HGNC:13974	OMIM:154040	Chr6 p21.33	Chr6:31952087-31959038(-)	NM_002904	XP_054187149,NP_002895,XP_006715268,XP_011513215,XP_047275310,XP_047275311,XP_047275312,XP_054185880,XP_054185881,XP_054185882,XP_054186372,XP_054186373,XP_054186374,XP_054186864,XP_054186865,XP_054186866,XP_054187148,XP_054187150,XP_054187387,XP_054187388,XP_054187389,XP_054212384,XP_054212385,XP_054212386	P18615
51305869	mouse, laboratory	10090	Dhrs9	241452	MGI:2442798			Chr2 40.59 cM	Chr2:69210806-69233430(+)	NM_175512	NP_780721	Q58NB6
51305869	human	9606	DHRS9	10170		HGNC:16888	OMIM:612131	Chr2 q31.1	Chr2:169064789-169096168(+)	NM_001289763,NM_001142271,NM_199204,NM_005771,NM_001376924,NM_001142270	NP_001363853,XP_011508777,XP_047298795,XP_054196087,XP_054196088,NP_001135742,NP_001135743,NP_001276692,NP_954674	Q9BPW9
51305870	mouse, laboratory	10090	Rdh1	107605	MGI:1195275			Chr10 75.21 cM	Chr10:127595595-127604168(+)	NM_080436,XM_006513030	NP_536684,XP_006513093	
51305870	human	9606	RDH16	8608		HGNC:29674	OMIM:620043	Chr12 q13.3	Chr12:56950087-56959374(-)	NM_003708,NM_001320108,NM_003708,NM_001320108,NM_003708,NM_001320108,NM_003708,NM_001320108,NM_003708,NM_001320108,NM_003708,NM_001320108	NP_001307037,NP_003699,NP_001307037,NP_003699,NP_001307037,NP_003699,NP_001307037,NP_003699,NP_001307037,NP_003699,NP_001307037,NP_003699	O75452,O75452,O75452,O75452,O75452,O75452
51305871	mouse, laboratory	10090	Hsd17b6	27400	MGI:1351670			Chr10 76.39 cM	Chr10:127826805-127843480(-)	NM_001428921,NM_013786,NM_001428925,XM_030245107,XM_030245108,NM_001428924,NM_001428923,NM_001428920,NM_001428922,XM_011243465,XM_030245105,XM_030245109,XM_011243468,XM_011243467,XM_030245106,XM_011243464,NM_001359377	NP_001415851,NP_001415852,NP_001415853,NP_001346306,NP_001415854,NP_038814,XP_030100968,XP_030100969,XP_030100966,XP_030100967,XP_011241767,XP_030100965,XP_011241770,XP_011241769,XP_011241766,NP_001415849,NP_001415850	Q9R092
51305871	human	9606	HSD17B6	8630		HGNC:23316	OMIM:606623	Chr12 q13.3	Chr12:56751817-56788409(+)	NM_003725	XP_006719735,XP_024305019,XP_054229672,XP_054229671,XP_054229670,XP_054229669,XP_005269265,XP_047285758,NP_003716,XP_054229674,XP_054229675,XP_054229676,XP_054229673,XP_011537229	O14756
51305872	mouse, laboratory	10090	Sdr16c6	242286	MGI:2685269			Chr4 2.27 cM	Chr4:4055926-4077514(-)	XM_143619,XM_017320193	XP_017175682,NP_001074179	Q05A13
51305872	human	9606	SDR16C6P	442388		HGNC:35413		Chr8 q12.1	Chr8:56373064-56395365(-)	NM_001145251		
51305873	mouse, laboratory	10090	Sdr16c5	242285	MGI:2668443			Chr4 2.23 cM	Chr4:3995942-4019663(-)	NM_181989	NP_871789	Q7TQA3
51305873	human	9606	SDR16C5	195814		HGNC:30311	OMIM:608989	Chr8 q12.1	Chr8:56300005-56320776(-)	NM_138969,NM_001318049,NM_001318050	NP_620419,NP_001304978,NP_001304979	Q8N3Y7
51305874	mouse, laboratory	10090	Prph2	19133	MGI:102791			Chr17 22.91 cM	Chr17:47221404-47235859(+)	NM_008938	NP_032964	P15499
51305874	human	9606	PRPH2	5961		HGNC:9942	OMIM:179605	Chr6 p21.1	Chr6:42696598-42722597(-)	NM_000322	XP_054212123,NP_000313	P23942
51305875	mouse, laboratory	10090	Recql5	170472	MGI:2156841			Chr11 80.91 cM	Chr11:115783421-115824303(-)	XM_030245614,XM_006532363,NM_130454,XM_006532362,XM_006532361,XM_006532359,XM_036156366,XM_006532358	NP_569721,XP_030101474,XP_006532425,XP_006532422,XP_006532421,XP_006532424,XP_006532426,XP_036012259	Q8VID5
51305875	human	9606	RECQL5	9400		HGNC:9950	OMIM:603781	Chr17 q25.1	Chr17:75626845-75667190(-)	NM_004259,NM_001003715,NM_001003716	XP_054173802,NP_001003716,NP_004250,XP_054173799,XP_047293048,XP_054173797,XP_054173798,XP_005257875,XP_054173803,XP_054173804,XP_054173805,XP_054173806,XP_005257879,XP_006722249,XP_011523786,XP_011523787,XP_011523788,XP_047293041,XP_047293042,XP_047293043,XP_054173800,NP_001003715,XP_047293044,XP_047293045,XP_047293046,XP_047293047,XP_054173801	O94762
51305876	mouse, laboratory	10090	Ddit4	74747	MGI:1921997			Chr10 29.66 cM	Chr10:59785497-59787592(-)	NM_029083	NP_083359	Q9D3F7
51305876	human	9606	DDIT4	54541		HGNC:24944	OMIM:607729	Chr10 q22.1	Chr10:72273919-72276039(+)	NM_019058	NP_061931	Q9NX09
51305877	mouse, laboratory	10090	Upf1	19704	MGI:107995			Chr8 34.15 cM	Chr8:70784175-70805928(-)	XM_006509605,XM_006509604,NM_001122829,XM_356130	XP_006509667,NP_001116301,NP_109605,XP_006509668	Q9EPU0
51305877	human	9606	UPF1	5976		HGNC:9962	OMIM:601430	Chr19 p13.11	Chr19:18831905-18868232(+)	NM_002911,NM_001297549	XP_054177645,NP_002902,NP_001284478,XP_054177647,XP_054177646,XP_047295147,XP_016882595,XP_016882594	Q92900
51305878	mouse, laboratory	10090	Rprm	67874	MGI:1915124			Chr2 30.69 cM	Chr2:53974105-53975564(-)	NM_023396	NP_075885	Q9JJ72
51305878	human	9606	RPRM	56475		HGNC:24201	OMIM:612171	Chr2 q23.3	Chr2:153477338-153478762(-)	NM_019845	NP_062819	Q9NS64
51305879	mouse, laboratory	10090	Rergl	632971	MGI:3642998			Chr6 69.67 cM	Chr6:139470180-139478907(-)	NM_001128090	NP_001121562	
51305879	human	9606	RERGL	79785		HGNC:26213		Chr12 p12.3	Chr12:18080869-18320107(-)	NM_001286201,NM_024730	NP_001273130,NP_079006	Q9H628
51305880	mouse, laboratory	10090	Retsat	67442	MGI:1914692			Chr6 32.27 cM	Chr6:72575585-72584471(+)	NM_026159	NP_080435	Q64FW2
51305880	human	9606	RETSAT	54884		HGNC:25991	OMIM:617597	Chr2 p11.2	Chr2:85341954-85354655(-)	NM_017750	NP_060220,XP_054188878,XP_054198639,XP_047300784	Q6NUM9
51305881	mouse, laboratory	10090	Rln3	212108	MGI:2158015			Chr8 40.26 cM	Chr8:84769696-84771608(-)	NM_173184	NP_775276	Q8CHK2
51305881	human	9606	RLN3	117579		HGNC:17135	OMIM:606855	Chr19 p13.12	Chr19:14028148-14031551(+)	NM_001311197,NM_080864	NP_001298126,NP_543140	Q8WXF3
51305882	mouse, laboratory	10090	Insl3	16336	MGI:108427			Chr8 34.43 cM	Chr8:72141896-72143221(+)	NM_013564	NP_038592	O09107
51305882	human	9606	INSL3	3640		HGNC:6086	OMIM:146738	Chr19 p13.11	Chr19:17816512-17821574(-)	NM_001265587,NM_005543	NP_005534,NP_001252516	P51460
51305883	mouse, laboratory	10090	Cop1	26374	MGI:1347046			Chr1 69.03 cM	Chr1:159059890-159175210(+)	XM_030254396,XM_030254397,NM_001428831,NM_001360878,NM_011931,NM_001428833,NM_001428832,XM_006496860,XM_030254393	NP_001347807,NP_036061,XP_030110256,XP_030110257,XP_006496923,XP_030110253,NP_001415762,NP_001415761,NP_001415760	Q9R1A8
51305883	human	9606	COP1	64326		HGNC:17440	OMIM:608067	Chr1 q25.1-q25.2	Chr1:175944828-176207510(-)	NM_001001740,NM_001286644,NM_022457	XP_054194163,XP_054194184,XP_054194183,XP_054194182,XP_054194181,XP_054194180,XP_054194179,XP_054194178,XP_054194177,XP_054194176,XP_054194175,XP_054194174,XP_054194173,XP_054194172,XP_054194171,XP_054194170,XP_054194169,XP_054194168,XP_054194167,XP_054194166,XP_054194165,NP_001001740,NP_001273573,NP_071902,XP_005245504,XP_005245505,XP_006711550,XP_011508183,XP_016857548,XP_016857549,XP_016857550,XP_016857551,XP_016857552,XP_016857553,XP_016857554,XP_016857555,XP_016857556,XP_016857558,XP_016857560,XP_016857561,XP_016857562,XP_016857563,XP_016857566,XP_016857569,XP_047283718,XP_047283734,XP_047283736,XP_047283738,XP_047283742,XP_047283749,XP_047283754,XP_047283755,XP_054194157,XP_054194158,XP_054194159,XP_054194160,XP_054194161,XP_054194162,XP_054194164	Q8NHY2
51305884	mouse, laboratory	10090	Trmt10c	52575	MGI:1196261			Chr16 33.79 cM	Chr16:55854083-55858149(-)	NM_029092	NP_083368	Q3UFY8
51305884	human	9606	TRMT10C	54931		HGNC:26022	OMIM:615423	Chr3 q12.3	Chr3:101561868-101566446(+)	NM_017819	NP_060289	Q7L0Y3
51305885	mouse, laboratory	10090	Rgl3	71746	MGI:1918996			Chr9 7.96 cM	Chr9:21882475-21900765(-)	XM_036155300,XM_030244617,XM_036155301,XM_006510613,NM_023622	NP_076111,XP_036011193,XP_030100477,XP_036011194,XP_006510676	Q3UYI5
51305885	human	9606	RGL3	57139		HGNC:30282	OMIM:616743	Chr19 p13.2	Chr19:11384341-11419352(-)	NM_001035223,NM_001161616	NP_001155088,NP_001030300	Q3MIN7
51305886	mouse, laboratory	10090	Rgr	57811	MGI:1929473			Chr14 21.29 cM	Chr14:36756866-36770921(-)	NM_001301694,NM_001301692,NM_021340,XM_036158773,XM_017316102,XM_011245125	NP_001288621,NP_067315,NP_001288623,XP_036014666,XP_017171591,XP_011243427	Q9Z2B3
51305886	human	9606	RGR	5995		HGNC:9990	OMIM:600342	Chr10 q23.1	Chr10:84230666-84259960(+)	NM_001012722,NM_002921,NM_001012720	NP_001012740,NP_002912,NP_001012738	P47804
51305887	mouse, laboratory	10090	Rgs13	246709	MGI:2180585			Chr1 62.56 cM	Chr1:144014392-144053110(-)	NM_153171,XM_006529613	NP_694811,XP_006529676	Q8K443
51305887	human	9606	RGS13	6003		HGNC:9995	OMIM:607190	Chr1 q31.2	Chr1:192636061-192660311(+)	NM_144766,NM_002927	NP_002918,NP_658912	O14921
51305888	mouse, laboratory	10090	Rgs14	51791	MGI:1859709			Chr13 29.8 cM	Chr13:55517545-55532500(+)	XM_036158089,NM_016758,NM_001360714	NP_058038,XP_036013982,NP_001347643	P97492
51305888	human	9606	RGS14	10636		HGNC:9996	OMIM:602513	Chr5 q35.3	Chr5:177357895-177372598(+)	NM_006480,NM_001366618,NM_001366617	NP_001353547,NP_006471,XP_054207425,XP_054207424,XP_047272595,XP_047272594,NP_001353546	O43566
51305889	mouse, laboratory	10090	Gipc1	67903	MGI:1926252			Chr8 40.22 cM	Chr8:84379306-84391323(+)	NM_018771,XM_030243739	NP_061241,XP_030099599	Q9Z0G0
51305889	human	9606	GIPC1	10755		HGNC:1226	OMIM:605072	Chr19 p13.12	Chr19:14477759-14496157(-)	NM_202494,NM_202468,NM_202467,NM_202469,NM_202470,NM_005716	NP_974198,XP_016881637,XP_054175518,NP_005707,NP_974197,NP_974199,XP_016881636,NP_974223	O14908
51305890	mouse, laboratory	10090	Rgs7	24012	MGI:1346089			Chr1 81.11 cM	Chr1:174886653-175320066(-)	XM_006496831,NM_001347195,NM_011880,NM_001199003,NM_001357129,XM_030253949,XM_006496830,XM_036164665,XM_030253948,XM_011238808,XM_017320465,XM_006496834,XM_017320468,XM_006496829,XM_006496828,XM_036164662,XM_036164664,XM_011238809,XM_036164663	XP_011237110,NP_001185932,NP_001334124,NP_036010,NP_001344058,XP_036020557,XP_036020556,XP_036020558,XP_036020555,XP_017175957,XP_017175954,XP_006496897,XP_006496894,XP_006496893,XP_030109809,XP_006496892,XP_030109808,XP_006496891,XP_011237111	O54829
51305890	human	9606	RGS7	6000		HGNC:10003	OMIM:602517	Chr1 q43	Chr1:240767636-241357374(-)	NM_001350114,NM_001350116,NM_001364886,NM_001350115,NM_001374812,NM_001374813,NM_001374814,NM_001374815,NM_001374816,NM_002924,NM_001374806,NM_001282773,NM_001282775,NM_001374808,NM_001282778,NM_001350113,NM_001374809,NM_001374807,NM_001374810,NM_001374811	XP_054194016,NP_001269702,NP_001269704,XP_016857498,XP_047282936,XP_054194017,NP_001269707,NP_001337042,XP_054194020,XP_054194019,XP_054194018,NP_001337043,NP_001337044,NP_001337045,NP_001351815,NP_001361735,NP_001361736,NP_001361737,NP_001361738,NP_001361739,NP_001361740,NP_001361741,NP_001361742,NP_001361743,NP_001361744,NP_001361745,NP_002915	P49802
51305891	mouse, laboratory	10090	Rgs9	19739	MGI:1338824			Chr11 71.86 cM	Chr11:109116181-109188955(-)	NM_011268,XM_011248828,NM_001165934	XP_011247130,NP_001159406,NP_035398	O54828
51305891	human	9606	RGS9	8787		HGNC:10004	OMIM:604067	Chr17 q24.1	Chr17:65100812-65227703(+)	NM_003835,NM_001165933,NM_001081955	NP_003826,NP_001075424,NP_001159405	O75916
51305892	mouse, laboratory	10090	Rhd	19746	MGI:1202882			Chr4 67.13 cM	Chr4:134591875-134623483(+)	NM_011270	NP_035400	Q8CF94
51305892	human	9606	RHCE	6006		HGNC:10008	OMIM:111700	Chr1 p36.11	Chr1:25362249-25430203(-)	NM_138618,NM_138617,NM_138616,NM_020485,NM_001330430	XP_054194025,NP_001317359,NP_065231,NP_619522,NP_619523,NP_619524,XP_005246014,XP_006710873,XP_011540190,XP_011540191,XP_016857503,XP_047282984,XP_054194022,XP_054194023,XP_054194024	P18577
51305892	human	9606	RHD	6007		HGNC:10009	OMIM:111680	Chr1 p36.11	Chr1:25272393-25330445(+)	NM_016124,NM_016225,NM_001282872,NM_001282871,NM_001282870,NM_001282869,NM_001282868,NM_001282867,NM_001127691	NP_057208,NP_001269800,NP_001121163,NP_001269799,NP_001269798,NP_001269797,NP_001269796,NP_001269801,XP_054194026,XP_016857504	Q02161
51305893	mouse, laboratory	10090	Rhbdf1	13650	MGI:104328			Chr11 18.83 cM	Chr11:32159585-32172300(-)	XM_036156289,XM_006514494,XM_030245526,XM_030245525,XM_030245524,XM_006514503,XM_030245523,XM_011243658,XM_006514499,XM_006514501,NM_001291818,NM_001439998,NM_001439997,NM_001440000,NM_010117,NM_001439999,XM_006514496,XM_006514495	NP_001426928,XP_011241960,XP_006514557,XP_030101383,XP_006514558,XP_036012182,XP_030101386,XP_006514562,XP_030101385,XP_006514564,XP_006514559,NP_001426927,NP_034247,NP_001426926,NP_001426929,NP_001278747,XP_006514566,XP_030101384	Q6PIX5
51305893	human	9606	RHBDF1	64285		HGNC:20561	OMIM:614403	Chr16 p13.3	Chr16:58058-78176(-)	NM_022450	XP_047290435,XP_054169645,XP_054169644,XP_054169643,XP_054169642,XP_054169641,XP_054169640,XP_054169639,XP_047290438,XP_047290437,XP_047290436,NP_071895,XP_006720984,XP_016879045,XP_016879047,XP_047290434,XP_054169646	Q96CC6
51305894	mouse, laboratory	10090	Rhoc	11853	MGI:106028			Chr3 45.86 cM	Chr3:104696350-104701775(+)	NM_007484,NM_001291859	NP_031510,NP_001278788	Q62159
51305894	human	9606	RHOC	389		HGNC:669	OMIM:165380	Chr1 p13.2	Chr1:112701127-112707845(-)	NM_175744,NM_001042679,NM_001042678	NP_786886,NP_001036143,NP_001036144	P08134
51305895	mouse, laboratory	10090	Rhog	56212	MGI:1928370			Chr7 54.71 cM	Chr7:101888330-101899325(-)	NM_019566	NP_062512	P84096
51305895	human	9606	RHOG	391		HGNC:672	OMIM:179505	Chr11 p15.4	Chr11:3826978-3840985(-)	NM_001665	XP_005252973,XP_054224719,NP_001656	P84095
51305896	mouse, laboratory	10090	Ric3	320360	MGI:2443887			Chr7 57.21 cM	Chr7:108633519-108682538(-)	NM_178780,XM_006507943,NM_001038624,NM_001311161,XM_006507942	XP_006508005,NP_001033713,XP_006508006,NP_848895,NP_001298090	Q8BPM6
51305896	human	9606	RIC3	79608		HGNC:30338	OMIM:610509	Chr11 p15.4	Chr11:8092965-8169055(-)	NM_001346694,NM_001135109,NM_001206671,NM_001206672,NM_001346690,NM_001346691,NM_001346692,NM_001346693,NM_024557	NP_001128581,XP_054225910,XP_054225911,XP_054225912,XP_054225913,XP_054225914,NP_001193601,NP_001193600,NP_001333620,NP_001333621,NP_001333622,NP_001333623,NP_001333619,NP_078833,XP_006718380,XP_006718381,XP_006718384,XP_024304453,XP_047283541,XP_054225909	Q7Z5B4
51305897	mouse, laboratory	10090	Ripk2	192656	MGI:1891456			Chr4 6.7 cM	Chr4:16122733-16163647(-)	XM_006537678,XM_006537677,NM_138952,NM_001329751	XP_006537741,NP_620402,NP_001316680,XP_006537740	P58801
51305897	human	9606	RIPK2	8767		HGNC:10020	OMIM:603455	Chr8 q21.3	Chr8:89757783-89791064(+)	NM_001375360,NM_003821	NP_001362289,NP_003812,XP_011515659,XP_054217414	O43353
51305898	mouse, laboratory	10090	Pdlim4	30794	MGI:1353470			Chr11 32.13 cM	Chr11:53945754-53959814(-)	NM_001425512,XM_030246067,NM_019417,NM_001425515,NM_001425514,NM_001425513	NP_001412442,NP_001412441,NP_001412444,NP_001412443,NP_062290,XP_030101927	P70271
51305898	human	9606	PDLIM4	8572		HGNC:16501	OMIM:603422	Chr5 q31.1	Chr5:132257644-132273454(+)	NM_003687,NM_001131027	XP_054209710,XP_054209711,NP_001124499,XP_054209712,XP_016865491,XP_047273804,XP_047273807,XP_047273806,NP_003678,XP_054209709	P50479
51305899	mouse, laboratory	10090	Rimbp2	231760	MGI:2443235			Chr5 67.91 cM	Chr5:128834855-129030550(-)	XM_006504293,XM_011240839,XM_006504295,XM_006504294,XM_006504297,XM_006504296,XM_017320870,XM_006504288,XM_017320871,XM_006504289,XM_030254432,XM_036165094,NM_001378900,NM_001081388,NM_001310733,XM_132396	NP_001074857,NP_001365829,NP_001297662,XP_006504356,XP_006504357,XP_030110292,XP_006504351,XP_017176360,XP_006504352,XP_006504360,XP_036020987,XP_017176359,XP_011239141,XP_006504358,XP_006504359	Q80U40
51305899	human	9606	RIMBP2	23504		HGNC:30339	OMIM:611602	Chr12 q24.33	Chr12:130396131-130768228(-)	NM_001393618,NM_001393620,NM_001393621,NM_001351232,NM_001351233,NM_001393614,NM_001393615,NM_001393616,NM_001393617,NM_001393619,NM_015347,NM_001393629,NM_001393628,NM_001393627,NM_001393626,NM_001393625,NM_001393624,NM_001393623,NM_001393622,NM_001351226,NM_001351227,NM_001351228,NM_001351229,NM_001351230,NM_001351231	NP_001380553,NP_001380554,NP_001380555,NP_001380556,NP_001380557,NP_001380558,NP_056162,XP_011536405,XP_011536407,XP_011536408,XP_011536409,XP_011536410,XP_016874594,XP_016874595,NP_001338155,NP_001338156,NP_001338157,NP_001338158,NP_001338159,NP_001338160,NP_001338161,NP_001338162,NP_001380543,NP_001380544,NP_001380545,NP_001380546,NP_001380547,NP_001380548,NP_001380549,NP_001380550,NP_001380551,NP_001380552,XP_054227587,XP_054227588,XP_054227589,XP_054227590,XP_047284584,XP_047284585,XP_047284586,XP_054227581,XP_054227582,XP_054227583,XP_054227584,XP_054227585,XP_054227586	O15034
51305900	mouse, laboratory	10090	Rims1	116837	MGI:2152971			Chr1 8.54 cM	Chr1:22356475-22845203(-)	NM_183018,NM_001012623,XM_036154410,XM_036153980,XM_036154151,XM_036154396,XM_036154297,XM_036154055,XM_036154314,XM_036154447,XM_036154256,XM_036154433,XM_036154403,XM_036154411,XM_036154326,XM_036154227,XM_036154235,XM_036154015,XM_036154438,XM_036154205,XM_036154458,XM_036154426,XM_036154408,XM_036154414,XM_036153963,XM_036154361,XM_036154195,XM_036154141,XM_036154086,XM_036154160,XM_036154243,XM_036154343,XM_036154101,XM_036154384,XM_036154285,XM_036154043,XM_036154248,XM_036153973,XM_036154267,XM_036154026,XM_036154306,XM_036154432,XM_036154130,XM_036154075,XM_036154452,XM_036154178,XM_036154371,NM_053270,NM_001012624,NM_001012625	XP_036009856,XP_036009948,XP_036010034,XP_036010325,XP_036010319,XP_036009908,XP_036010219,XP_036010136,NP_898839,XP_036010236,NP_001012643,XP_036010098,XP_036010296,NP_444500,NP_001012641,XP_036010351,NP_001012642,XP_036010199,XP_036010254,XP_036010331,XP_036010023,XP_036010264,XP_036010088,XP_036010044,XP_036010340,XP_036010120,XP_036009866,XP_036010190,XP_036010071,XP_036009968,XP_036009919,XP_036010128,XP_036010304,XP_036010326,XP_036010207,XP_036010307,XP_036010289,XP_036010301,XP_036010345,XP_036010149,XP_036010160,XP_036009873,XP_036009994,XP_036010141,XP_036009979,XP_036010303,XP_036010053,XP_036009936,XP_036010277,XP_036010178	Q99NE5
